市区町村コード,市区町村名,面積あたり平均価格（円／㎡）(2015年)(住宅地),面積あたり平均価格（円／㎡）(2015年)(住宅地)　高価順,人口密度 人/km2 (2015),人口密度 人/km2 (2015) 大きい順,地方税(千円) 2015,地方税(千円) 2015 高い順,HP
31201,鳥取市,32869,420,253.1222642,517,120,805,http://www.city.tottori.lg.jp/
31202,米子市,29373,477,1127.571364,255,122,768,http://www.city.yonago.lg.jp/
31203,倉吉市,18963,734,180.2690583,605,114,910,http://www.city.kurayoshi.lg.jp/
31204,境港市,21828,637,1177.601654,248,106,1077,http://www.city.sakaiminato.lg.jp/
31302,岩美町,22268,622,#N/A,,81,1545,http://www.iwami.gr.jp/
31325,若桜町,5556,1416,#N/A,,68,1686,http://www.town.wakasa.tottori.jp/
31328,智頭町,15303,890,#N/A,,96,1285,http://www1.town.chizu.tottori.jp/
31329,八頭町,19515,713,#N/A,,72,1653,http://www.town.yazu.tottori.jp/
31364,三朝町,8520,1238,#N/A,,97,1253,http://www.town.misasa.tottori.jp/
31370,湯梨浜町,9243,1189,#N/A,,82,1530,http://www.yurihama.jp/
31371,琴浦町,16106,864,#N/A,,95,1306,http://www.town.kotoura.tottori.jp/
31372,北栄町,14399,929,#N/A,,85,1491,http://www.e-hokuei.net/
31384,日吉津村,24589,566,#N/A,,282,38,http://www.hiezu.jp/
31386,大山町,5506,1419,#N/A,,88,1442,http://www.daisen.jp/
31389,南部町,14190,939,#N/A,,79,1575,http://www.town.aomori-nanbu.lg.jp/
31390,伯耆町,9974,1140,#N/A,,117,859,http://www.houki-town.jp/
31401,日南町,9277,1186,#N/A,,87,1457,http://www.town.nichinan.lg.jp/
31402,日野町,8302,1250,#N/A,,150,373,http://www.town.shiga-hino.lg.jp/
31403,江府町,4316,1487,#N/A,,240,69,http://www.town-kofu.jp/
32201,松江市,42547,334,359.9190213,443,138,521,http://www.city.matsue.shimane.jp/
32202,浜田市,22099,628,84.12967307,731,126,706,http://www.city.hamada.shimane.jp/
32203,出雲市,24901,561,275.382792,497,120,806,http://www.city.izumo.shimane.jp/
32204,益田市,17344,803,65.08272071,766,112,952,http://www.city.masuda.lg.jp/
32205,大田市,16400,847,80.70964632,740,99,1211,http://www.city.ohda.lg.jp/
32206,安来市,17007,819,93.90635022,713,120,807,http://www.city.yasugi.shimane.jp/
32207,江津市,21053,668,91.21682076,718,109,1018,http://www.city.gotsu.lg.jp/
32209,雲南市,17368,802,70.55931162,756,98,1234,http://www.city.unnan.shimane.jp/
32343,奥出雲町,13227,985,#N/A,,90,1405,http://www.town.okuizumo.shimane.jp/
32386,飯南町,9911,1144,#N/A,,94,1327,http://www.iinan.jp/
32441,川本町,10258,1118,#N/A,,94,1328,http://www.town.shimane-kawamoto.lg.jp/
32448,美郷町,5811,1394,#N/A,,68,1687,http://www.town.misato.akita.jp/
32449,邑南町,2818,1576,#N/A,,91,1387,http://www.town.ohnan.lg.jp/
32501,津和野町,9011,1205,#N/A,,91,1388,http://www.town.tsuwano.lg.jp/
32505,吉賀町,16364,849,#N/A,,83,1517,http://www.town.yoshika.lg.jp/
32525,海士町,1129,1636,#N/A,,84,1502,http://www.town.ama.shimane.jp/
32526,西ノ島町,,,#N/A,,93,1348,http://www.town.nishinoshima.shimane.jp/
32527,知夫村,,,#N/A,,79,1576,http://www.vill.chibu.lg.jp/
32528,隠岐の島町,11326,1077,#N/A,,96,1286,http://www.town.okinoshima.shimane.jp/
33100,岡山市,56937,247,910.7726974,298,159,281,http://www.city.okayama.jp/
33202,倉敷市,40695,350,1341.613475,229,169,217,http://www.city.kurashiki.okayama.jp/
33203,津山市,20166,690,204.8979914,575,125,722,https://www.city.tsuyama.lg.jp/
33204,玉野市,25934,531,586.3680247,360,123,757,http://www.city.tamano.lg.jp/
33205,笠岡市,26050,529,370.7603197,438,137,536,http://www.city.kasaoka.okayama.jp/
33207,井原市,20961,671,169.951548,616,108,1037,http://www.city.ibara.okayama.jp/
33208,総社市,35787,394,315.5025956,471,117,860,http://www.city.soja.okayama.jp/
33209,高梁市,10671,1104,58.63909761,774,118,842,http://www.city.takahashi.okayama.jp/
33210,新見市,13966,950,38.64664877,805,110,992,http://www.city.niimi.okayama.jp/
33211,備前市,19044,732,136.2629275,650,135,562,http://www.city.bizen.okayama.jp/
33212,瀬戸内市,25762,535,294.7389398,483,132,604,http://www.city.setouchi.lg.jp/
33213,赤磐市,12669,1006,206.4100115,573,105,1101,http://www.city.akaiwa.lg.jp/
33214,真庭市,5858,1389,55.66968004,779,107,1060,http://www.city.maniwa.lg.jp/
33215,美作市,7495,1300,65.17039763,765,103,1134,http://www.city.mimasaka.lg.jp/
33216,浅口市,28058,502,515.1218778,378,98,1235,http://www.city.asakuchi.lg.jp/
33346,和気町,8845,1217,#N/A,,104,1118,http://www.town.wake.okayama.jp/
33423,早島町,29493,474,#N/A,,147,411,http://www.town.hayashima.lg.jp/
33445,里庄町,28865,492,#N/A,,128,674,http://www.town.satosho.okayama.jp/
33461,矢掛町,21592,646,#N/A,,123,758,http://www.town.yakage.lg.jp/
33586,新庄村,,,#N/A,,245,62,http://www.vill.shinjo.okayama.jp/
33606,鏡野町,11256,1083,#N/A,,161,263,http://www.town.kagamino.lg.jp/
33622,勝央町,8607,1230,#N/A,,165,243,http://www.town.shoo.lg.jp/
33623,奈義町,6121,1373,#N/A,,94,1329,http://www.town.nagi.okayama.jp/
33643,西粟倉村,8594,1231,#N/A,,91,1389,http://www.vill.nishiawakura.okayama.jp/wp/
33663,久米南町,,,#N/A,,82,1531,http://www.town.kumenan.okayama.jp/
33666,美咲町,10442,1111,#N/A,,87,1458,http://www.town.misaki.okayama.jp/
33681,吉備中央町,8819,1220,#N/A,,94,1330,http://www.town.kibichuo.lg.jp/
34100,広島市,99285,124,1317.147805,232,173,197,http://www.city.hiroshima.lg.jp/
34202,呉市,58821,234,647.8231293,341,132,605,http://www.city.kure.lg.jp/
34203,竹原市,21642,642,223.5134907,549,137,537,http://www.city.takehara.lg.jp/
34204,三原市,30970,450,203.9953345,579,139,509,http://www.city.mihara.hiroshima.jp/
34205,尾道市,41460,346,486.2534638,397,130,644,http://www.city.onomichi.hiroshima.jp/
34207,福山市,38903,362,897.0760798,301,154,325,http://www.city.fukuyama.hiroshima.jp/
34208,府中市,24461,571,1361.501869,227,198,109,http://www.city.fuchu.tokyo.jp/
34209,三次市,12521,1013,68.90148302,759,123,759,http://www.city.miyoshi.hiroshima.jp/
34210,庄原市,11444,1070,29.68335085,814,100,1186,http://www.city.shobara.hiroshima.jp/
34211,大竹市,38195,371,354.2461226,447,195,113,http://www.city.otake.hiroshima.jp/
34212,東広島市,31888,437,303.7140248,478,157,302,http://www.city.higashihiroshima.hiroshima.jp/
34213,廿日市市,41931,337,234.7511645,536,131,623,http://www.city.hatsukaichi.hiroshima.jp/
34214,安芸高田市,8642,1226,54.83589028,782,111,977,http://www.akitakata.jp/
34215,江田島市,7163,1320,241.6981132,529,102,1150,http://www.city.etajima.hiroshima.jp/
34302,府中町,115793,95,#N/A,,144,437,http://www.town.fuchu.hiroshima.jp/
34304,海田町,122478,88,#N/A,,139,510,http://www.town.kaita.lg.jp/
34307,熊野町,26217,525,#N/A,,95,1307,http://www.town.kumano.hiroshima.jp/
34309,坂町,90704,139,#N/A,,178,168,http://www.town.saka.lg.jp/
34368,安芸太田町,,,#N/A,,128,675,http://www.akiota.jp/
34369,北広島町,4100,1501,#N/A,,140,500,http://www.town.kitahiroshima.lg.jp/
34431,大崎上島町,8853,1216,#N/A,,147,412,http://www.town.osakikamijima.hiroshima.jp/
34462,世羅町,6390,1358,#N/A,,114,911,http://www.town.sera.hiroshima.jp/
34545,神石高原町,6007,1381,#N/A,,98,1236,http://www.jinsekigun.jp/
35201,下関市,34558,404,375.0813672,437,122,769,http://www.city.shimonoseki.lg.jp/
35202,宇部市,21906,634,591.0657596,358,141,486,http://www.city.ube.yamaguchi.jp/
35203,山口市,27546,508,192.9400037,597,133,590,http://www.city.yamaguchi.lg.jp/
35204,萩市,19321,719,70.9713451,755,106,1078,http://www.city.hagi.lg.jp/
35206,防府市,24255,577,612.2511485,352,145,428,http://www.city.hofu.yamaguchi.jp/
35207,下松市,40392,355,624.6446558,346,165,244,http://www.city.kudamatsu.lg.jp/
35208,岩国市,37579,383,156.5226846,632,129,658,http://www.city.iwakuni.lg.jp/
35210,光市,25904,532,557.5708238,367,152,348,http://www.city.hikari.lg.jp/
35211,長門市,11173,1087,99.18833441,704,101,1168,http://www.city.nagato.yamaguchi.jp/
35212,柳井市,25266,549,235.2374152,534,144,438,http://www.city-yanai.jp/
35213,美祢市,4311,1488,55.34656398,781,133,591,http://www2.city.mine.lg.jp/
35215,周南市,33912,410,220.698167,552,166,236,http://www.city.shunan.lg.jp/
35216,山陽小野田市,19541,712,470.8918777,400,155,319,http://www.city.sanyo-onoda.lg.jp/
35305,周防大島町,7842,1276,#N/A,,76,1612,http://www.town.suo-oshima.lg.jp/
35321,和木町,61749,218,#N/A,,223,81,http://www.town.waki.lg.jp/
35341,上関町,33333,416,#N/A,,65,1704,http://www.town.kaminoseki.lg.jp/
35343,田布施町,16215,858,#N/A,,108,1038,http://www.town.tabuse.lg.jp/www/index.html
35344,平生町,19444,716,#N/A,,100,1187,http://www.town.hirao.lg.jp/
35502,阿武町,7662,1289,#N/A,,81,1546,http://www.town.abu.lg.jp/
36201,徳島市,43256,321,1351.91634,228,153,337,http://www.city.tokushima.tokushima.jp/
36202,鳴門市,26143,527,435.6553148,414,124,737,http://www.city.naruto.tokushima.jp/
36203,小松島市,25263,550,854.1988098,307,108,1039,http://www.city.komatsushima.tokushima.jp/
36204,阿南市,31442,441,261.4825425,512,186,138,http://www.city.anan.tokushima.jp/
36205,吉野川市,17485,799,287.6786458,489,92,1365,http://www.city.yoshinogawa.lg.jp/
36206,阿波市,6822,1335,194.6627597,594,89,1423,http://www.city.awa.lg.jp/
36207,美馬市,11390,1073,83.07730021,734,100,1188,http://www.city.mima.lg.jp/
36208,三好市,7067,1324,37.19885781,808,92,1366,https://www.miyoshi.i-tokushima.jp/
36301,勝浦町,,,#N/A,,89,1424,http://www.town.katsuura.lg.jp/
36302,上勝町,4551,1475,#N/A,,81,1547,http://www.kamikatsu.jp/
36321,佐那河内村,,,#N/A,,82,1532,http://www.vill.sanagochi.lg.jp/
36341,石井町,15061,900,#N/A,,96,1287,http://www.town.ishii.lg.jp/
36342,神山町,,,#N/A,,86,1475,http://www.town.kamiyama.lg.jp/
36368,那賀町,6610,1346,#N/A,,100,1189,http://www.town.tokushima-naka.lg.jp/
36383,牟岐町,16471,844,#N/A,,72,1654,http://www.town.tokushima-mugi.lg.jp/
36387,美波町,17284,806,#N/A,,70,1676,http://www.town.minami.tokushima.jp/
36388,海陽町,5089,1438,#N/A,,72,1655,http://www.town.kaiyo.lg.jp/
36401,松茂町,42136,336,#N/A,,175,189,http://www.town.matsushige.tokushima.jp/
36402,北島町,57374,243,#N/A,,134,577,http://www.town.kitajima.lg.jp/
36403,藍住町,45126,305,#N/A,,115,889,http://www.town.aizumi.tokushima.jp/
36404,板野町,17595,794,#N/A,,107,1061,http://www.town.itano.tokushima.jp/
36405,上板町,9833,1148,#N/A,,92,1367,http://www.townkamiita.jp/
36468,つるぎ町,20706,677,#N/A,,77,1599,http://www.town.tokushima-tsurugi.lg.jp/
36489,東みよし町,16300,855,#N/A,,86,1476,http://www.town.higashimiyoshi.lg.jp/
37201,高松市,32718,425,1120.769292,257,148,397,http://www.city.takamatsu.kagawa.jp/
37202,丸亀市,29698,472,984.1653247,284,116,879,http://www.city.marugame.lg.jp/
37203,坂出市,21506,654,574.8080874,364,176,185,http://www.city.sakaide.lg.jp/
37204,善通寺市,24412,572,824.6180816,313,109,1019,http://www.city.zentsuji.kagawa.jp/
37205,観音寺市,16159,861,504.1496945,385,136,549,http://www.city.kanonji.kagawa.jp/
37206,さぬき市,15244,894,316.9135725,469,112,953,http://www.city.sanuki.kagawa.jp/
37207,東かがわ市,11751,1053,203.0425963,581,114,912,http://www.higashikagawa.jp/
37208,三豊市,16347,851,294.2122042,484,110,993,http://www.city.mitoyo.lg.jp/
37322,土庄町,17126,814,#N/A,,105,1102,http://www.town.tonosho.kagawa.jp/
37324,小豆島町,15933,871,#N/A,,95,1308,http://www.town.shodoshima.lg.jp/
37341,三木町,19924,695,#N/A,,94,1331,http://www.town.miki.lg.jp/
37364,直島町,16651,837,#N/A,,256,52,http://www.town.naoshima.lg.jp/
37386,宇多津町,66842,199,#N/A,,156,310,http://town.utazu.kagawa.jp/
37387,綾川町,14573,919,#N/A,,118,843,http://www.town.ayagawa.kagawa.jp/
37403,琴平町,17441,801,#N/A,,102,1151,http://www.town.kotohira.kagawa.jp/
37404,多度津町,16351,850,#N/A,,126,707,http://www.town.tadotsu.kagawa.jp/
37406,まんのう町,7454,1304,#N/A,,98,1237,http://www.town.manno.lg.jp/
38201,松山市,70959,191,1199.117311,246,131,624,http://www.city.matsuyama.ehime.jp/
38202,今治市,29087,486,377.2433374,436,132,606,http://www.city.imabari.ehime.jp/
38203,宇和島市,30869,455,165.4669344,622,95,1309,http://www.city.uwajima.ehime.jp/
38204,八幡浜市,43156,324,263.423274,508,98,1238,http://www.city.yawatahama.ehime.jp/
38205,新居浜市,29576,473,511.4006654,381,157,303,http://www.city.niihama.lg.jp/
38206,西条市,21636,643,212.1142006,563,138,522,http://www.city.saijo.ehime.jp/
38207,大洲市,31300,443,101.998982,696,99,1212,http://www.city.ozu.ehime.jp/
38210,伊予市,33712,411,189.4003292,598,99,1213,http://www.city.iyo.lg.jp/
38213,四国中央市,29708,471,207.5135315,571,163,254,https://www.city.shikokuchuo.ehime.jp/
38214,西予市,17812,787,75.66784617,747,76,1613,http://www.city.seiyo.ehime.jp/
38215,東温市,33535,413,163.8097492,623,122,770,http://www.city.toon.ehime.jp/
38356,上島町,11468,1069,#N/A,,79,1577,http://www.town.kamijima.lg.jp/
38386,久万高原町,5789,1397,#N/A,,97,1254,http://www.town.kumakogen.ehime.jp/
38401,松前町,59440,230,#N/A,,68,1688,http://www.town.matsumae.hokkaido.jp/
38402,砥部町,41627,344,#N/A,,94,1332,http://www.town.tobe.ehime.jp/
38422,内子町,27038,514,#N/A,,80,1563,http://www.town.uchiko.ehime.jp/
38442,伊方町,4923,1446,#N/A,,247,59,http://www.town.ikata.ehime.jp/
38484,松野町,6429,1354,#N/A,,63,1708,http://www.town.matsuno.ehime.jp/
38488,鬼北町,11984,1041,#N/A,,78,1589,http://www.town.kihoku.ehime.jp/
38506,愛南町,12238,1028,#N/A,,76,1614,http://www.town.ainan.ehime.jp/
39201,高知市,60065,226,1091.265089,264,133,592,http://www.city.kochi.kochi.jp/
39202,室戸市,12086,1038,54.49270691,783,76,1615,http://www.city.muroto.kochi.jp/
39203,安芸市,16901,824,55.41124176,780,96,1288,http://www.city.aki.kochi.jp/
39204,南国市,24497,569,382.9369513,433,122,771,http://www.city.nankoku.lg.jp/
39205,土佐市,23038,610,295.5295661,480,90,1406,http://www.city.tosa.lg.jp/
39206,須崎市,23779,590,166.9078559,620,121,788,http://www.city.susaki.lg.jp/
39208,宿毛市,17251,808,73.05286698,751,97,1255,http://www.city.sukumo.kochi.jp/
39209,土佐清水市,21527,652,51.73087032,789,84,1503,https://www.city.tosashimizu.kochi.jp/
39210,四万十市,25891,533,54.26782015,785,102,1152,http://www.city.shimanto.lg.jp/
39211,香南市,24917,560,260.6024668,514,91,1390,http://www.city.kochi-konan.lg.jp/
39212,香美市,31291,444,51.15271632,790,90,1407,http://www.city.kami.kochi.jp/
39301,東洋町,,,#N/A,,60,1721,http://www.town.toyo.kochi.jp/
39302,奈半利町,5522,1417,#N/A,,81,1548,http://www.town.nahari.kochi.jp/
39303,田野町,8165,1260,#N/A,,89,1425,http://www.chugei.or.jp/tano/
39304,安田町,6534,1349,#N/A,,72,1656,http://www.town.yasuda.kochi.jp/
39305,北川村,9677,1158,#N/A,,144,439,http://www.kitagawamura.jp/
39306,馬路村,,,#N/A,,141,487,http://www.vill.umaji.kochi.jp/
39307,芸西村,20091,693,#N/A,,97,1256,http://www.vill.geisei.kochi.jp/
39341,本山町,19047,731,#N/A,,82,1533,http://www.town.motoyama.kochi.jp/
39344,大豊町,9491,1170,#N/A,,87,1459,http://www.town.otoyo.kochi.jp/
39363,土佐町,12278,1025,#N/A,,109,1020,http://www.town.tosa.kochi.jp/
39364,大川村,,,#N/A,,180,160,http://www.vill.okawa.kochi.jp/
39386,いの町,42945,328,#N/A,,105,1103,http://www.town.ino.kochi.jp/
39387,仁淀川町,7755,1283,#N/A,,97,1257,http://www.town.niyodogawa.lg.jp/
39401,中土佐町,9654,1162,#N/A,,71,1664,http://www.town.nakatosa.lg.jp/
39402,佐川町,12537,1011,#N/A,,83,1518,http://www.town.sakawa.lg.jp/
39403,越知町,10909,1098,#N/A,,78,1590,http://www.town.ochi.kochi.jp/
39405,檮原町,8696,1224,#N/A,,#N/A,,http://www.town.yusuhara.kochi.jp/
39410,日高村,18166,773,#N/A,,91,1391,http://www.vill.hidaka.kochi.jp/
39411,津野町,11549,1064,#N/A,,75,1622,https://town.kochi-tsuno.lg.jp/
39412,四万十町,11127,1090,#N/A,,86,1477,http://www.town.shimanto.lg.jp/
39424,大月町,19094,729,#N/A,,66,1701,http://www.town.otsuki.kochi.jp/
39427,三原村,,,#N/A,,61,1716,http://www.vill.mihara.kochi.jp/
39428,黒潮町,18059,780,#N/A,,68,1689,http://www.town.kuroshio.lg.jp/
40100,北九州市,43819,313,1954.031914,186,161,264,http://www.city.kitakyushu.lg.jp/
40130,福岡市,108601,108,4480.855587,108,189,126,http://www.city.fukuoka.lg.jp/
40202,大牟田市,22095,630,1440.883978,216,117,861,http://www.city.omuta.lg.jp/
40203,久留米市,31486,440,1324.369456,231,130,645,http://www.city.kurume.fukuoka.jp/
40204,直方市,12440,1018,925.2914508,296,113,929,http://www.city.nogata.fukuoka.jp/
40205,飯塚市,16943,821,603.2886439,355,103,1135,http://www.city.iizuka.lg.jp/
40206,田川市,11285,1079,888.0109991,302,101,1169,http://www.joho.tagawa.fukuoka.jp/
40207,柳川市,18528,755,878.5093973,304,91,1392,http://www.city.yanagawa.fukuoka.jp/
40210,八女市,13526,971,133.5046845,652,101,1170,http://www.city.yame.fukuoka.jp/
40211,筑後市,19604,709,1156.98899,250,120,808,http://www.city.chikugo.lg.jp/
40212,大川市,15543,880,1036.228435,271,105,1104,http://www.city.okawa.lg.jp/
40213,行橋市,18472,756,1007.651677,279,104,1119,http://www.city.yukuhashi.lg.jp/
40214,豊前市,10435,1112,233.4833483,539,117,862,http://www.city.buzen.lg.jp/
40215,中間市,18096,777,2618.796992,162,92,1368,http://www.city.nakama.lg.jp/
40216,小郡市,34077,407,1274.071633,235,109,1021,http://www.city.ogori.fukuoka.jp/
40217,筑紫野市,49361,280,1152.182834,251,127,693,http://www.city.chikushino.fukuoka.jp/
40218,春日市,88299,145,7826.360424,56,111,978,http://www.city.kasuga.fukuoka.jp/
40219,大野城市,80625,165,3701.190033,122,131,625,http://www.city.onojo.fukuoka.jp/
40220,宗像市,24486,570,804.9036778,318,105,1105,http://www.city.munakata.lg.jp/
40221,太宰府市,57154,246,2438.108108,169,112,954,http://www.city.dazaifu.lg.jp/
40223,古賀市,41182,348,1377.680057,224,115,890,http://www.city.koga.fukuoka.jp/
40224,福津市,38254,369,1114.120546,259,98,1239,http://www.city.fukutsu.lg.jp/
40225,うきは市,15145,896,251.2259493,520,90,1408,http://www.city.ukiha.fukuoka.jp/
40226,宮若市,8374,1247,200.8143439,585,148,398,http://www.city.miyawaka.lg.jp/
40227,嘉麻市,6942,1330,286.7515358,491,68,1690,http://www.city.kama.lg.jp/
40228,朝倉市,14516,922,212.5734668,562,127,694,http://www.city.asakura.lg.jp/
40229,みやま市,9438,1177,362.5035643,442,89,1426,http://www.city.miyama.lg.jp/
40230,糸島市,27110,513,447.2647195,408,90,1409,http://www.city.itoshima.lg.jp/
40305,那珂川町,50266,273,#N/A,,113,930,http://www.town.tochigi-nakagawa.lg.jp/
40341,宇美町,32799,422,#N/A,,93,1349,http://www.town.umi.lg.jp/
40342,篠栗町,38436,367,#N/A,,94,1333,http://www.town.sasaguri.fukuoka.jp/
40343,志免町,51793,264,#N/A,,113,931,http://www.town.shime.lg.jp/
40344,須恵町,30663,459,#N/A,,101,1171,http://www.town.sue.fukuoka.jp/
40345,新宮町,60217,225,#N/A,,143,457,http://www.town.shingu.fukuoka.jp/
40348,久山町,21060,667,#N/A,,232,76,http://www.town.hisayama.fukuoka.jp/
40349,粕屋町,58552,235,#N/A,,135,563,http://www.town.kasuya.fukuoka.jp/
40381,芦屋町,23130,607,#N/A,,84,1504,http://www.town.ashiya.lg.jp/
40382,水巻町,16907,822,#N/A,,91,1393,http://www.town.mizumaki.lg.jp/
40383,岡垣町,16764,832,#N/A,,88,1443,http://www.town.okagaki.lg.jp/
40384,遠賀町,25089,556,#N/A,,105,1106,http://www.town.onga.lg.jp/
40401,小竹町,9297,1184,#N/A,,94,1334,http://town.kotake.lg.jp/
40402,鞍手町,13507,972,#N/A,,105,1107,http://www.town.kurate.lg.jp/
40421,桂川町,19204,725,#N/A,,79,1578,http://www.town.keisen.fukuoka.jp/
40447,筑前町,15706,876,#N/A,,98,1240,http://www.town.chikuzen.fukuoka.jp/
40448,東峰村,2000,1613,#N/A,,67,1696,http://www1.vill.toho.fukuoka.jp/
40503,大刀洗町,17119,815,#N/A,,94,1335,http://www.town.tachiarai.fukuoka.jp/
40522,大木町,18768,740,#N/A,,94,1336,http://www.town.ooki.lg.jp/
40544,広川町,16769,831,#N/A,,103,1136,http://www.town.hirogawa.wakayama.jp/
40601,香春町,5095,1437,#N/A,,79,1579,http://www.town.kawara.fukuoka.jp/
40602,添田町,7166,1319,#N/A,,61,1717,https://www.town.soeda.fukuoka.jp/
40604,糸田町,9184,1193,#N/A,,54,1729,http://www.town.itoda.lg.jp/
40605,川崎町,2675,1584,#N/A,,102,1153,http://www.town.kawasaki.miyagi.jp/
40608,大任町,8201,1256,#N/A,,71,1665,http://www.town.oto.fukuoka.jp/
40609,赤村,13318,983,#N/A,,55,1728,http://www.akamura.net/
40610,福智町,8792,1221,#N/A,,64,1705,http://www.town.fukuchi.lg.jp/
40621,苅田町,30813,458,#N/A,,206,99,http://www.town.kanda.lg.jp/
40625,みやこ町,5869,1388,#N/A,,96,1289,http://www.town.miyako.lg.jp/
40642,吉富町,11322,1078,#N/A,,112,955,http://www.town.yoshitomi.lg.jp/
40646,上毛町,7084,1322,#N/A,,100,1190,http://www.town.koge.lg.jp/
40647,築上町,4468,1480,#N/A,,81,1549,http://www.town.chikujo.fukuoka.jp/
41201,佐賀市,29174,482,547.3601334,372,125,723,https://www.city.saga.lg.jp/
41202,唐津市,32130,433,251.8253415,519,97,1258,http://www.city.karatsu.lg.jp/
41203,鳥栖市,30992,447,1016.480759,275,168,221,http://www.city.tosu.lg.jp/
41204,多久市,15361,885,203.6819307,580,91,1394,https://www.city.taku.lg.jp/
41205,伊万里市,18297,765,216.4074437,555,119,827,http://www.city.imari.saga.jp/
41206,武雄市,18152,775,251.0849539,521,107,1062,http://www.city.takeo.lg.jp/
41207,鹿島市,13696,959,264.7520514,507,97,1259,http://www.city.saga-kashima.lg.jp/
41208,小城市,21097,664,461.9455172,401,90,1410,http://www.city.ogi.lg.jp/
41209,嬉野市,25184,553,216.2487145,556,97,1260,http://www.city.ureshino.lg.jp/
41210,神埼市,13262,984,254.4713498,516,101,1172,http://www.city.kanzaki.saga.jp/
41327,吉野ヶ里町,23369,599,#N/A,,126,708,http://www.town.yoshinogari.saga.jp/
41341,基山町,26269,524,#N/A,,138,523,http://www.town.kiyama.lg.jp/
41345,上峰町,23396,598,#N/A,,144,440,http://www.town.kamimine.lg.jp/
41346,みやき町,12163,1033,#N/A,,100,1191,http://www.town.miyaki.lg.jp/
41387,玄海町,4310,1489,#N/A,,449,19,http://www.town.genkai.saga.jp/
41401,有田町,18249,768,#N/A,,84,1505,http://www.town.arita.lg.jp/
41423,大町町,15777,875,#N/A,,113,932,http://www.town.omachi.saga.jp/
41424,江北町,16687,835,#N/A,,96,1290,http://www.town.kouhoku.saga.jp/
41425,白石町,4760,1454,#N/A,,88,1444,http://www.town.shiroishi.lg.jp/
41441,太良町,11000,1095,#N/A,,75,1623,http://www.town.tara.lg.jp/
42201,長崎市,48709,285,1058.266397,267,127,695,http://www.city.nagasaki.lg.jp/
42202,佐世保市,29090,485,599.5376238,357,112,956,http://www.city.sasebo.lg.jp/
42203,島原市,19799,704,547.6196215,371,99,1214,http://www.city.shimabara.lg.jp/
42204,諫早市,29217,478,403.984903,424,115,891,http://www.city.isahaya.nagasaki.jp/
42205,大村市,31364,442,732.5619965,336,113,933,http://www.city.omura.nagasaki.jp/
42207,平戸市,7568,1293,135.783563,651,82,1534,http://www.city.hirado.nagasaki.jp/
42208,松浦市,10145,1128,178.5446189,606,135,564,http://www.city-matsuura.jp/
42209,対馬市,13634,962,44.39129024,799,89,1427,http://www.city.tsushima.nagasaki.jp/
42210,壱岐市,7190,1314,194.3982212,596,77,1600,http://www.city.iki.nagasaki.jp/
42211,五島市,8564,1234,88.86323057,723,86,1478,http://www.city.goto.nagasaki.jp/
42212,西海市,9884,1146,118.7590546,673,116,880,http://www.city.saikai.nagasaki.jp/
42213,雲仙市,15277,892,205.8466707,574,83,1519,http://www.city.unzen.nagasaki.jp/
42214,南島原市,11582,1060,273.5582858,499,73,1643,http://www.city.minamishimabara.lg.jp/
42307,長与町,59909,228,#N/A,,105,1108,http://webtown.nagayo.jp/
42308,時津町,51831,263,#N/A,,127,696,http://www.town.togitsu.nagasaki.jp/
42321,東彼杵町,6282,1363,#N/A,,86,1479,http://www.sonogi.jp/
42322,川棚町,11077,1091,#N/A,,83,1520,http://www.kawatana.jp/
42323,波佐見町,8387,1246,#N/A,,85,1492,http://www.town.hasami.nagasaki.jp/
42383,小値賀町,,,#N/A,,58,1725,http://ojika.net/
42391,佐々町,28374,495,#N/A,,111,979,http://www.sazacho-nagasaki.jp/
42411,新上五島町,12344,1022,#N/A,,105,1109,http://official.shinkamigoto.net/
43100,熊本市,50764,271,1897.986268,191,135,565,http://www.city.kumamoto.jp/
43202,八代市,14614,915,187.0846542,601,110,994,http://www.city.yatsushiro.lg.jp/
43203,人吉市,9772,1151,160.9118974,626,107,1063,http://www.city.hitoyoshi.lg.jp/
43204,荒尾市,14358,932,930.9220847,295,91,1395,http://www.city.arao.lg.jp/
43205,水俣市,21677,640,155.6188377,633,106,1079,http://www.city.minamata.lg.jp/
43206,玉名市,11016,1093,437.6277851,412,97,1261,http://www.city.tamana.lg.jp/
43208,山鹿市,11521,1065,174.39354,611,88,1445,http://www.city.yamaga.kumamoto.jp/
43210,菊池市,9193,1192,173.9823009,612,106,1080,http://www.city.kikuchi.lg.jp/
43211,宇土市,18129,776,498.3310902,390,102,1154,http://www.city.uto.kumamoto.jp/
43212,上天草市,11669,1056,212.7964699,561,78,1591,http://www.city.kamiamakusa.kumamoto.jp/
43213,宇城市,13026,995,316.8230741,470,95,1310,http://www.city.uki.kumamoto.jp/
43214,阿蘇市,8491,1239,71.79909647,754,103,1137,http://www.city.aso.kumamoto.jp/
43215,天草市,20074,694,121.0023692,670,86,1480,http://www.city.amakusa.kumamoto.jp/
43216,合志市,31691,439,1097.386727,261,104,1120,http://www.city.koshi.lg.jp/
43348,美里町,7606,1291,#N/A,,99,1215,http://www.town.misato.miyagi.jp/
43364,玉東町,,,#N/A,,86,1481,http://www.town.gyokuto.kumamoto.jp/
43367,南関町,2842,1574,#N/A,,104,1121,http://www.town.nankan.lg.jp/
