市区町村コード,市区町村名,面積あたり平均価格（円／㎡）(2015年)(住宅地),面積あたり平均価格（円／㎡）(2015年)(住宅地)　高価順,人口密度 人/km2 (2015),人口密度 人/km2 (2015) 大きい順,地方税(千円) 2015,地方税(千円) 2015 高い順,HP
13101,千代田区,3983178,1,5009.090909,92,298,31,http://www.city.chiyoda.lg.jp/
13102,中央区,1586916,2,13827.91381,17,177,172,http://www.city.chuo.lg.jp/
13103,港区,1561314,3,11943.20079,26,292,33,http://www.city.minato.tokyo.jp/
13104,新宿区,675103,7,18307.35456,8,130,633,http://www.city.shinjuku.lg.jp/
13105,文京区,768801,5,19461.82462,5,147,403,http://www.city.bunkyo.lg.jp/
13106,台東区,543066,11,19591.79031,4,107,1053,http://www.city.taito.lg.jp/
13107,墨田区,450030,17,18611.03849,7,86,1469,http://www.city.sumida.lg.jp/
13108,江東区,559532,10,12403.11255,24,96,1278,http://www.city.koto.lg.jp/
13109,品川区,629496,8,16937.60946,10,118,836,http://www.city.shinagawa.tokyo.jp/
13110,目黒区,744016,6,18924.47171,6,161,258,http://www.city.meguro.tokyo.jp/
13111,大田区,458988,16,11821.33201,27,101,1163,http://www.city.ota.tokyo.jp/
13112,世田谷区,520311,12,15561.51593,13,131,615,http://www.city.setagaya.lg.jp/
13113,渋谷区,1033836,4,14859.89411,15,212,88,http://www.city.shibuya.tokyo.jp/
13114,中野区,507674,13,21052.91854,2,101,1164,http://www.city.tokyo-nakano.lg.jp/
13115,杉並区,464901,15,16558.92543,11,111,965,http://www.city.suginami.tokyo.jp/
13116,豊島区,574918,9,22380.24596,1,111,966,http://www.city.toshima.lg.jp/
13117,北区,387383,18,16549.05386,12,80,1559,http://www.city.kita.tokyo.jp/
13118,荒川区,377726,19,20892.12598,3,76,1611,http://www.city.arakawa.tokyo.jp/
13119,板橋区,356955,21,17439.97517,9,80,1560,http://www.city.itabashi.tokyo.jp/
13120,練馬区,364983,20,15010.85691,14,89,1419,http://www.city.nerima.tokyo.jp/
13121,足立区,221105,37,12584.4507,22,68,1685,http://www.city.adachi.tokyo.jp/
13122,葛飾区,263957,30,12727.38506,20,71,1663,http://www.city.katsushika.lg.jp/
13123,江戸川区,282471,28,13653.26653,18,75,1618,http://www.city.edogawa.tokyo.jp/
13201,八王子市,105540,113,3098.578174,143,161,259,http://www.city.hachioji.tokyo.jp/
13202,立川市,183456,45,7237.068966,66,217,84,http://www.city.tachikawa.lg.jp/
13203,武蔵野市,480385,14,13181.23862,19,278,43,http://www.city.musashino.lg.jp/
13204,三鷹市,309496,24,11384.65286,28,204,100,http://www.city.mitaka.tokyo.jp/
13205,青梅市,71626,188,1329.793824,230,148,388,http://www.city.ome.tokyo.jp/
13206,府中市,273456,29,8843.832824,45,198,107,http://www.city.fuchu.tokyo.jp/
13207,昭島市,168198,58,6432.468281,75,170,207,http://www.city.akishima.lg.jp/
13208,調布市,314943,23,10614.50417,33,204,101,http://www.city.chofu.tokyo.jp/
13209,町田市,135644,79,6021.559889,79,160,267,http://www.city.machida.tokyo.jp/
13210,小金井市,317433,22,10743.00885,31,177,173,http://www.city.koganei.lg.jp/
13211,小平市,205565,42,9264.017552,40,163,249,http://www.city.kodaira.tokyo.jp/
13212,日野市,165693,60,6761.633394,71,166,230,http://www.city.hino.lg.jp/
13213,東村山市,159342,63,8748.891482,46,136,539,http://www.city.higashimurayama.tokyo.jp/
13214,国分寺市,231472,35,10710.4712,32,186,134,http://www.city.kokubunji.tokyo.jp/
13215,国立市,243981,34,9037.423313,42,194,116,http://www.city.kunitachi.tokyo.jp/
13218,福生市,130647,81,5747.53937,83,136,540,http://www.city.fussa.tokyo.jp/
13219,狛江市,294412,26,12558.52895,23,149,377,http://www.city.komae.tokyo.jp/
13220,東大和市,125527,83,6345.529061,76,144,430,http://www.city.higashiyamato.lg.jp/
13221,清瀬市,167672,59,7318.084066,63,124,731,http://www.city.kiyose.lg.jp/
13222,東久留米市,181141,47,9055.279503,41,142,462,http://www.city.higashikurume.lg.jp/
13223,武蔵村山市,105214,114,4649.412533,104,139,505,http://www.city.musashimurayama.lg.jp/
13224,多摩市,158673,64,6979.105188,69,194,117,http://www.city.tama.lg.jp/
13225,稲城市,179986,48,4876.794658,98,169,212,http://www.city.inagi.tokyo.jp/
13227,羽村市,158476,65,5639.69697,85,192,120,http://www.city.hamura.tokyo.jp/
13228,あきる野市,66210,202,1101.864707,260,130,634,http://www.city.akiruno.tokyo.jp/
13229,西東京市,286110,27,12699.1746,21,158,286,http://www.city.nishitokyo.lg.jp/
13303,瑞穂町,76613,176,#N/A,,198,108,http://www.town.mizuho.tokyo.jp/
13305,日の出町,30881,454,#N/A,,165,240,http://www.town.hinode.tokyo.jp/
13307,檜原村,16829,827,#N/A,,88,1437,http://www.vill.hinohara.tokyo.jp/
13308,奥多摩町,15122,898,#N/A,,138,516,http://www.town.okutama.tokyo.jp/
13361,大島町,6402,1357,86.866461,725,117,850,http://www.town.oshima.tokyo.jp/
13362,利島村,,,81.7961165,738,141,480,http://www.toshimamura.org/
13363,新島村,,,99.8184459,703,117,851,http://www.niijima.com/
13364,神津島村,1583,1622,101.7761033,697,116,872,http://vill.kouzushima.tokyo.jp/
13381,三宅村,4714,1457,44.90682106,798,133,585,http://www.vill.miyake.tokyo.jp/
13382,御蔵島村,,,16.30963973,821,148,389,http://www.mikurasima.jp/
13401,八丈町,5785,1398,105.3994185,693,119,818,http://www.town.hachijo.tokyo.jp/
13402,青ケ島村,,,29.86577181,813,#N/A,,http://www.vill.aogashima.tokyo.jp/
13421,小笠原村,28393,494,28.96023,815,180,158,http://www.vill.ogasawara.tokyo.jp/
14100,横浜市,173809,52,8514.123751,48,193,119,http://www.city.yokohama.lg.jp/
14130,川崎市,248952,33,10316.17483,35,206,96,http://www.city.kawasaki.jp/
14150,相模原市,119908,89,2193.087081,177,156,308,http://www.city.sagamihara.kanagawa.jp/
14201,横須賀市,98562,126,4032.391153,114,148,390,http://www.city.yokosuka.kanagawa.jp/
14203,平塚市,91093,137,3807.534651,120,167,222,http://www.city.hiratsuka.kanagawa.jp/
14204,鎌倉市,169117,56,4361.45702,109,202,104,http://www.city.kamakura.kanagawa.jp/
14205,藤沢市,182446,46,6093.057352,78,187,132,http://www.city.fujisawa.kanagawa.jp/
14206,小田原市,78749,170,1705.351024,204,170,208,http://www.city.odawara.kanagawa.jp/
14207,茅ヶ崎市,160382,62,6704.42577,73,147,404,http://www.city.chigasaki.kanagawa.jp/
14208,逗子市,152910,66,3323.206019,131,163,250,http://www.city.zushi.kanagawa.jp/
14210,三浦市,58533,236,1413.073323,221,128,665,http://www.city.miura.kanagawa.jp/
14211,秦野市,57633,242,1613.126446,208,143,449,http://www.city.hadano.kanagawa.jp/
14212,厚木市,95305,132,2405.306905,170,212,89,http://www.city.atsugi.kanagawa.jp/
14213,大和市,207017,41,8598.080472,47,151,352,http://www.city.yamato.lg.jp/
14214,伊勢原市,67157,198,1827.105832,194,166,231,http://www.city.isehara.kanagawa.jp/
14215,海老名市,124385,84,4896.20158,96,166,232,http://www.city.ebina.kanagawa.jp/
14216,座間市,118961,92,7327.091633,61,145,421,http://www.city.zama.kanagawa.jp/
14217,南足柄市,46712,297,561.5404564,366,161,260,http://www.city.minamiashigara.kanagawa.jp/
14218,綾瀬市,105639,112,3814.814815,119,152,342,http://www.city.ayase.kanagawa.jp/
14301,葉山町,161495,61,#N/A,,169,213,http://www.town.hayama.lg.jp/
14321,寒川町,101146,122,#N/A,,177,174,http://www.town.samukawa.kanagawa.jp/
14341,大磯町,75907,178,#N/A,,151,353,http://www.town.oiso.kanagawa.jp/
14342,二宮町,82494,160,#N/A,,121,781,http://www.town.ninomiya.kanagawa.jp/
14361,中井町,49182,282,#N/A,,283,36,http://www.town.nakai.kanagawa.jp/
14362,大井町,37638,382,#N/A,,165,241,http://www.town.oi.kanagawa.jp/
14363,松田町,41826,338,#N/A,,137,527,http://town.matsuda.kanagawa.jp/
14364,山北町,32555,427,#N/A,,163,251,http://www.town.yamakita.kanagawa.jp/
14366,開成町,68000,195,#N/A,,158,287,http://www.town.kaisei.kanagawa.jp/forms/top/top.aspx
14382,箱根町,8781,1222,#N/A,,493,13,http://www.town.hakone.kanagawa.jp/
14383,真鶴町,15315,889,#N/A,,124,732,http://www.town.manazuru.kanagawa.jp/
14384,湯河原町,48066,288,#N/A,,145,422,http://www.town.yugawara.kanagawa.jp/
14401,愛川町,41727,341,#N/A,,183,148,http://www.town.aikawa.kanagawa.jp/
14402,清川村,,,#N/A,,479,15,http://www.town.kiyokawa.kanagawa.jp/
15100,新潟市,46921,296,1115.227476,258,150,366,http://www.city.niigata.lg.jp/
15202,長岡市,32005,435,308.7704532,474,137,528,http://www.city.nagaoka.niigata.jp/
15204,三条市,26046,530,229.6270574,544,130,635,http://www.city.sanjo.niigata.jp/
15205,柏崎市,22378,621,196.441418,590,186,135,http://www.city.kashiwazaki.lg.jp/
15206,新発田市,20907,673,184.9765522,602,111,967,http://www.city.shibata.niigata.jp/
15208,小千谷市,19854,701,235.1826793,535,137,529,http://www.city.ojiya.niigata.jp/
15209,加茂市,23142,606,208.2859707,568,94,1320,http://www.city.kamo.niigata.jp/
15210,十日町市,17031,818,93.01817443,716,109,1011,http://www.city.tokamachi.lg.jp/
15211,見附市,25495,544,521.2167886,377,112,945,http://www.city.mitsuke.niigata.jp/
15212,村上市,17977,782,53.17561698,787,105,1093,http://www.city.murakami.lg.jp/
15213,燕市,24609,565,719.0338861,337,130,636,http://www.city.tsubame.niigata.jp/
15216,糸魚川市,25677,536,59.17935249,771,143,450,http://www.city.itoigawa.lg.jp/
15217,妙高市,8489,1240,74.49902385,750,188,130,http://www.city.myoko.niigata.jp/
15218,五泉市,14819,905,146.0714387,639,99,1206,http://www.city.gosen.lg.jp/
15222,上越市,22145,626,202.28484,583,158,288,http://www.city.joetsu.niigata.jp/
15223,阿賀野市,14349,934,225.2516343,547,99,1207,http://www.city.agano.niigata.jp/
15224,佐渡市,9462,1174,66.91717021,762,90,1403,http://www.city.sado.niigata.jp/
15225,魚沼市,12870,1000,39.45244835,804,104,1115,http://www.city.uonuma.niigata.jp/
15226,南魚沼市,13427,975,100.1933111,701,124,733,http://www.city.minamiuonuma.niigata.jp/
15227,胎内市,15438,882,114.0020386,680,124,734,http://www.city.tainai.niigata.jp/
15307,聖籠町,12552,1010,#N/A,,317,28,http://www.town.seiro.niigata.jp/
15342,弥彦村,6886,1333,#N/A,,111,968,http://www.vill.yahiko.niigata.jp/
15361,田上町,10686,1102,#N/A,,92,1359,http://www.town.tagami.niigata.jp/
15385,阿賀町,9097,1200,#N/A,,128,666,http://www.town.aga.niigata.jp/
15405,出雲崎町,6952,1329,#N/A,,88,1438,http://www.town.izumozaki.niigata.jp/
15461,湯沢町,14762,910,#N/A,,475,16,http://www.town.yuzawa.lg.jp/
15482,津南町,7526,1296,#N/A,,102,1147,http://www.town.tsunan.niigata.jp/
15504,刈羽村,14158,942,#N/A,,514,11,http://www.vill.kariwa.niigata.jp/
15581,関川村,3795,1523,#N/A,,114,902,http://www.vill.sekikawa.niigata.jp/
15586,粟島浦村,,,#N/A,,101,1165,http://www.vill.awashimaura.lg.jp/
16201,富山市,29398,476,337.1687188,458,170,209,http://www.city.toyama.toyama.jp/
16202,高岡市,26104,528,821.3246171,314,144,431,http://www.city.takaoka.toyama.jp/
16204,魚津市,15384,884,214.0222322,557,153,330,http://www.city.uozu.toyama.jp/
16205,氷見市,19234,723,208.1540597,569,108,1029,http://www.city.himi.toyama.jp/
16206,滑川市,14433,928,599.5789859,356,149,378,http://www.city.namerikawa.toyama.jp/
16207,黒部市,18433,758,96.15303418,708,183,149,http://kurobe.city.kurobe.toyama.jp/
16208,砺波市,21752,638,385.735653,431,138,517,http://www.city.tonami.toyama.jp/
16209,小矢部市,14351,933,226.7397628,545,137,530,http://www.city.oyabe.toyama.jp/
16210,南砺市,11157,1089,76.76328069,745,129,652,http://www.city.nanto.toyama.jp/
16211,射水市,21553,649,843.5346797,309,141,481,http://www.city.imizu.toyama.jp/
16321,舟橋村,10654,1107,#N/A,,126,699,http://www.vill.funahashi.toyama.jp/
16322,上市町,15192,895,#N/A,,123,747,http://www.town.kamiichi.toyama.jp/
16323,立山町,16224,857,#N/A,,116,873,http://www.town.tateyama.toyama.jp/
16342,入善町,8205,1254,#N/A,,128,667,http://www.town.nyuzen.toyama.jp/
16343,朝日町,3412,1543,#N/A,,78,1586,http://www.town.asahi.yamagata.jp/
17201,金沢市,62436,214,993.724394,282,174,191,http://www4.city.kanazawa.lg.jp/
17202,七尾市,13430,974,173.8030912,613,143,451,http://www.city.nanao.lg.jp/
17203,小松市,22869,611,288.1525401,488,146,416,http://www.city.komatsu.lg.jp/
17204,輪島市,13202,987,63.83936949,768,91,1382,http://www.city.wajima.ishikawa.jp/
17205,珠洲市,8095,1264,59.16262136,772,103,1128,http://www.city.suzu.ishikawa.jp/
17206,加賀市,13379,978,219.6554092,553,132,601,http://www.city.kaga.ishikawa.jp/
17207,羽咋市,14787,907,265.473427,505,120,798,http://www.city.hakui.lg.jp/
17209,かほく市,19344,718,531.0211049,375,116,874,http://www.city.kahoku.ishikawa.jp/
17210,白山市,40140,356,144.7644152,642,153,331,http://www.city.hakusan.ishikawa.jp/
17211,能美市,16802,828,580.9484193,361,167,223,http://www.city.nomi.ishikawa.jp/
17212,野々市市,61622,219,4063.348083,113,147,405,http://www.city.nonoichi.lg.jp/
17324,川北町,21543,650,#N/A,,216,85,http://www.town.kawakita.ishikawa.jp/
17361,津幡町,31144,445,#N/A,,105,1094,http://www.town.tsubata.ishikawa.jp/
17365,内灘町,31779,438,#N/A,,96,1279,http://www.town.uchinada.lg.jp/
17384,志賀町,4966,1445,#N/A,,250,55,http://www.town.shika.lg.jp/
17386,宝達志水町,5005,1442,#N/A,,112,946,http://www.hodatsushimizu.jp/
17407,中能登町,5146,1436,#N/A,,89,1420,http://www.town.nakanoto.ishikawa.jp/
17461,穴水町,8261,1253,#N/A,,109,1012,http://www.town.anamizu.ishikawa.jp/
17463,能登町,5878,1386,#N/A,,87,1453,http://www.town.noto.lg.jp/
18201,福井市,44057,312,495.7103708,395,164,245,http://www.city.fukui.lg.jp/
18202,敦賀市,30964,451,263.1966268,509,207,93,http://www.city.tsuruga.lg.jp/
18204,小浜市,21862,635,127.289888,662,119,819,http://www1.city.obama.fukui.jp/
18205,大野市,9553,1164,37.95032266,807,111,969,http://www.city.ono.fukui.jp/
18206,勝山市,14790,906,95.02520876,711,123,748,http://www.city.katsuyama.fukui.jp/
18207,鯖江市,25588,542,807.2348977,317,130,637,http://www.city.sabae.fukui.jp/
18208,あわら市,14017,945,245.5889896,524,166,233,http://www.city.awara.lg.jp/
18209,越前市,28061,501,353.3766797,448,161,261,http://www.city.echizen.lg.jp/
18210,坂井市,22867,612,430.5813898,418,129,653,http://www.city.fukui-sakai.lg.jp/
18322,永平寺町,24382,574,#N/A,,105,1095,http://www.town.eiheiji.lg.jp/
18382,池田町,5773,1399,#N/A,,96,1280,http://www.town.hokkaido-ikeda.lg.jp/
18404,南越前町,9155,1196,#N/A,,119,820,http://www.town.minamiechizen.lg.jp/
18423,越前町,9233,1190,#N/A,,112,947,http://www.town.echizen.fukui.jp/
18442,美浜町,13086,993,#N/A,,261,46,http://www.town.mihama.fukui.jp/
18481,高浜町,22754,616,#N/A,,324,27,http://www.town.takahama.fukui.jp/
18483,おおい町,17569,796,#N/A,,499,12,http://www.town.ohi.fukui.jp/
18501,若狭町,14538,921,#N/A,,132,602,http://www.town.fukui-wakasa.lg.jp/
19201,甲府市,30977,448,908.951852,299,150,367,http://www.city.kofu.yamanashi.jp/
19202,富士吉田市,30561,462,402.5217677,425,126,700,http://www.city.fujiyoshida.yamanashi.jp/
19204,都留市,28872,491,197.9954216,587,115,886,http://www.city.tsuru.yamanashi.jp/
19205,山梨市,22063,631,121.2594893,669,108,1030,http://www.city.yamanashi.yamanashi.jp/
19206,大月市,23175,603,90.70115968,720,192,121,http://www.city.otsuki.yamanashi.jp/
19207,韮崎市,17493,798,213.5152063,559,142,463,http://www.city.nirasaki.lg.jp/
19208,南アルプス市,22238,623,268.1456803,503,117,852,http://www.city.minami-alps.yamanashi.jp/
19209,北杜市,8695,1225,74.87551454,748,151,354,http://www.city.hokuto.yamanashi.jp/
19210,甲斐市,34633,402,1033.856845,272,114,903,http://www.city.kai.yamanashi.jp/
19211,笛吹市,17191,811,344.487916,454,119,821,http://www.city.fuefuki.yamanashi.jp/
19212,上野原市,28346,497,145.424166,640,128,668,http://www.city.uenohara.yamanashi.jp/
19213,甲州市,19867,700,119.9159441,672,127,685,http://www.city.koshu.yamanashi.jp/
19214,中央市,38940,361,982.1394762,286,147,406,http://www.city.chuo.yamanashi.jp/
19346,市川三郷町,14881,903,#N/A,,107,1054,http://www.town.ichikawamisato.yamanashi.jp/
19364,早川町,,,#N/A,,280,40,http://www.town.hayakawa.yamanashi.jp/
19365,身延町,7178,1316,#N/A,,108,1031,https://www.town.minobu.lg.jp/
19366,南部町,9674,1159,#N/A,,79,1573,http://www.town.aomori-nanbu.lg.jp/
19368,富士川町,18310,764,#N/A,,99,1208,http://www.town.fujikawa.yamanashi.jp/
19384,昭和町,43667,315,#N/A,,245,61,http://www.town.showa.yamanashi.jp/
19422,道志村,,,#N/A,,114,904,http://www.vill.doshi.lg.jp/
19423,西桂町,18209,772,#N/A,,94,1321,http://www.town.nishikatsura.yamanashi.jp/
19424,忍野村,27568,507,#N/A,,487,14,http://www.vill.oshino.lg.jp/
19425,山中湖村,10869,1099,#N/A,,770,6,http://www.vill.yamanakako.lg.jp/
19429,鳴沢村,2645,1585,#N/A,,243,66,http://www.vill.narusawa.yamanashi.jp/
19430,富士河口湖町,18624,750,#N/A,,158,289,http://www.town.fujikawaguchiko.lg.jp/
19442,小菅村,,,#N/A,,101,1166,http://www.vill.kosuge.yamanashi.jp/
19443,丹波山村,12632,1007,#N/A,,87,1454,http://www.vill.tabayama.yamanashi.jp/
20201,長野市,40998,349,452.3160959,406,152,343,http://www.city.nagano.nagano.jp/
20202,松本市,38354,368,248.646356,523,148,391,http://www.city.matsumoto.nagano.jp/
20203,上田市,20735,675,284.0862981,493,133,586,http://www.city.ueda.nagano.jp/
20204,岡谷市,36939,388,589.0481786,359,137,531,http://www.city.okaya.lg.jp/
20205,飯田市,18728,742,154.223727,636,125,718,http://www.city.iida.lg.jp/
20206,諏訪市,30331,466,459.283686,403,149,379,http://www.city.suwa.lg.jp/
20207,須坂市,26910,517,338.9122737,455,118,837,http://www.city.suzaka.nagano.jp/
20208,小諸市,6458,1351,431.3749366,415,121,782,http://www.city.komoro.lg.jp/
20209,伊那市,13995,948,102.2128067,695,126,701,http://www.inacity.jp/
20210,駒ケ根市,12195,1031,197.5099481,589,#N/A,,http://www.city.komagane.nagano.jp/
20211,中野市,19472,714,391.4155821,429,127,686,http://www.city.nakano.nagano.jp/
20212,大町市,5307,1431,49.61691586,791,143,452,http://www.city.omachi.nagano.jp/
20213,飯山市,17883,784,105.9032752,692,107,1055,http://www.city.iiyama.nagano.jp/
20214,茅野市,16481,843,209.7302975,565,151,355,http://www.city.chino.lg.jp/
20215,塩尻市,28347,496,231.5159666,541,144,432,http://www.city.shiojiri.lg.jp/
20217,佐久市,17314,804,234.6296427,537,125,719,http://www.city.saku.nagano.jp/
20218,千曲市,25234,551,503.3642207,386,123,749,http://www.city.chikuma.lg.jp/
20219,東御市,16093,866,267.9273828,504,131,616,http://www.city.tomi.nagano.jp/
20220,安曇野市,16790,829,287.1842787,490,119,822,http://www.city.azumino.nagano.jp/
20303,小海町,1913,1617,#N/A,,117,853,http://www.koumi-town.jp/
20304,川上村,4468,1479,#N/A,,151,356,http://www.vill.kawakami.nagano.jp/
20305,南牧村,5650,1410,#N/A,,85,1486,http://www.nanmoku.ne.jp/
20306,南相木村,2432,1599,#N/A,,833,4,http://www.minamiaiki.jp/
20307,北相木村,3750,1525,#N/A,,136,541,http://www.vill.kitaaiki.nagano.jp/
20309,佐久穂町,10315,1117,#N/A,,88,1439,http://www.town.sakuho.nagano.jp/
20321,軽井沢町,23963,584,#N/A,,447,20,http://www.town.karuizawa.lg.jp/
20323,御代田町,7561,1295,#N/A,,150,368,http://www.town.miyota.nagano.jp/
20324,立科町,6444,1353,#N/A,,113,921,http://www.town.tateshina.nagano.jp/
20349,青木村,2943,1565,#N/A,,88,1440,http://www.vill.aoki.nagano.jp/
20350,長和町,3515,1537,#N/A,,109,1013,http://www.town.nagawa.nagano.jp/
20361,下諏訪町,35826,392,#N/A,,126,702,http://www.town.shimosuwa.lg.jp/
20362,富士見町,12469,1017,#N/A,,160,268,http://www.town.fujimi.lg.jp//
20363,原村,7839,1277,#N/A,,109,1014,https://www.vill.hara.lg.jp/
20382,辰野町,10419,1114,#N/A,,119,823,http://www.town.tatsuno.nagano.jp/
20383,箕輪町,11201,1085,#N/A,,134,573,http://www.town.minowa.nagano.jp/
20384,飯島町,4570,1473,#N/A,,118,838,http://www.town.iijima.lg.jp/
20385,南箕輪村,14008,947,#N/A,,138,518,http://www.vill.minamiminowa.nagano.jp/
20386,中川村,5037,1441,#N/A,,89,1421,http://www.vill.nakagawa.nagano.jp/
20388,宮田村,6698,1340,#N/A,,131,617,http://www.vill.miyada.nagano.jp/
20402,松川町,7666,1288,#N/A,,103,1129,http://www.matsukawa-town.jp/
20403,高森町,8610,1229,#N/A,,105,1096,http://www.town.nagano-takamori.lg.jp/
20404,阿南町,3030,1561,#N/A,,85,1487,http://www.town.anan.nagano.jp/
20407,阿智村,8965,1207,#N/A,,113,922,http://www.vill.achi.nagano.jp/
20409,平谷村,7692,1287,#N/A,,208,92,http://www.vill.hiraya.nagano.jp/
20410,根羽村,10667,1106,#N/A,,92,1360,http://www.nebamura.jp/
20411,下條村,7708,1286,#N/A,,86,1470,https://www.vill-shimojo.jp/
20412,売木村,2484,1595,#N/A,,121,783,http://www.urugi.jp/
20413,天龍村,5385,1429,#N/A,,159,277,http://www.vill-tenryu.jp/
20414,泰阜村,1288,1632,#N/A,,106,1075,http://vill.yasuoka.nagano.jp/
20415,喬木村,9332,1182,#N/A,,79,1574,http://www.vill.takagi.nagano.jp/
20416,豊丘村,8450,1243,#N/A,,91,1383,http://www.vill.nagano-toyooka.lg.jp/
20417,大鹿村,2769,1579,#N/A,,168,219,http://www.vill.ooshika.nagano.jp/
20422,上松町,16463,845,#N/A,,127,687,http://www.town.agematsu.nagano.jp/
20423,南木曽町,4367,1484,#N/A,,135,556,http://www.town.nagiso.nagano.jp/
20425,木祖村,2974,1562,#N/A,,229,78,http://www.vill.kiso.nagano.jp/
20429,王滝村,,,#N/A,,295,32,http://www.vill.otaki.nagano.jp/
20430,大桑村,9327,1183,#N/A,,158,290,http://www.vill.ookuwa.nagano.jp/
20432,木曽町,1903,1618,#N/A,,141,482,http://www.town-kiso.com/
20446,麻績村,,,#N/A,,84,1501,http://www.vill.omi.nagano.jp/
20448,生坂村,3250,1548,#N/A,,83,1515,http://www.village.ikusaka.nagano.jp/
20450,山形村,17305,805,#N/A,,111,970,http://www.vill.yamagata.nagano.jp/
20451,朝日村,13333,981,#N/A,,136,542,http://www.vill.asahi.nagano.jp/
20452,筑北村,9663,1160,#N/A,,81,1543,http://www.vill.chikuhoku.lg.jp/
20481,池田町,14574,918,#N/A,,96,1281,http://www.town.hokkaido-ikeda.lg.jp/
20482,松川村,12564,1009,#N/A,,94,1322,http://www.vill.matsukawa.nagano.jp/
20485,白馬村,6263,1364,#N/A,,158,291,http://www.vill.hakuba.nagano.jp/
20486,小谷村,4685,1463,#N/A,,186,136,http://www.vill.otari.nagano.jp/
20521,坂城町,15279,891,#N/A,,184,144,http://www.town.sakaki.nagano.jp/
20541,小布施町,31019,446,#N/A,,96,1282,http://www.town.obuse.nagano.jp/
20543,高山村,7190,1313,#N/A,,123,750,http://vill.takayama.gunma.jp/
20561,山ノ内町,9152,1197,#N/A,,130,638,http://www.town.yamanouchi.nagano.jp/
20562,木島平村,2928,1568,#N/A,,83,1516,http://www.kijimadaira.jp/
20563,野沢温泉村,21379,659,#N/A,,111,971,http://www.vill.nozawaonsen.nagano.jp/
20583,信濃町,3099,1554,#N/A,,127,688,http://www.town.shinanomachi.nagano.jp/
20588,小川村,11613,1059,#N/A,,66,1699,http://www.vill.ogawa.nagano.jp/
20590,飯綱町,2285,1607,#N/A,,92,1361,http://www.town.iizuna.nagano.jp/
20602,栄村,1571,1623,#N/A,,90,1404,http://www.vill.sakae.nagano.jp/
21201,岐阜市,43632,316,1997.71611,184,159,278,http://www.city.gifu.lg.jp/
21202,大垣市,37769,381,773.9700828,325,169,214,http://www.city.ogaki.lg.jp/
21203,高山市,28023,503,40.9540735,801,148,392,http://www.city.takayama.lg.jp/
21204,多治見市,30831,457,1210.312329,245,127,689,http://www.city.tajimi.lg.jp/
21205,関市,21634,644,188.7515085,599,151,357,http://www.city.seki.gifu.jp/
21206,中津川市,9368,1180,116.6132013,678,128,669,http://www.city.nakatsugawa.gifu.jp/
21207,美濃市,14591,917,177.4207333,608,136,543,http://www.city.mino.gifu.jp/
21208,瑞浪市,24206,579,221.4914789,551,123,751,http://www.city.mizunami.lg.jp/
21209,羽島市,24304,575,1254.882594,239,127,690,http://www.city.hashima.lg.jp/
21210,恵那市,16649,839,101.2870855,699,131,618,http://www.city.ena.lg.jp/
21211,美濃加茂市,22799,614,740.328833,332,149,380,http://www.city.minokamo.gifu.jp/
21212,土岐市,21212,661,498.4226857,389,125,720,http://www.city.toki.lg.jp/
21213,各務原市,42803,331,1647.762214,207,144,433,http://www.city.kakamigahara.lg.jp/
21214,可児市,27230,511,1127.041224,256,141,483,http://www.city.kani.lg.jp/
21215,山県市,13203,986,122.1461393,668,103,1130,http://www.city.yamagata.gifu.jp/
21216,瑞穂市,29968,468,1928.130543,189,128,670,http://www.city.mizuho.lg.jp/
21217,飛騨市,11814,1048,31.16096552,810,135,557,http://www.city.hida.gifu.jp/
21218,本巣市,23165,604,90.73802215,719,147,407,http://www.city.motosu.lg.jp/
21219,郡上市,11950,1043,40.83434392,802,114,905,http://www.city.gujo.gifu.jp/
21220,下呂市,8203,1255,39.4555985,803,137,532,http://www.city.gero.lg.jp/
21221,海津市,13405,976,314.2551102,472,118,839,http://www.city.kaizu.lg.jp/
21302,岐南町,41426,347,#N/A,,155,315,http://www.town.ginan.lg.jp/
21303,笠松町,23763,592,#N/A,,120,799,http://www.town.kasamatsu.gifu.jp/
21341,養老町,18337,763,#N/A,,113,923,http://www.town.yoro.gifu.jp/
21361,垂井町,19835,703,#N/A,,131,619,http://www.town.tarui.lg.jp/
21362,関ケ原町,19136,726,#N/A,,177,175,http://www.town.sekigahara.gifu.jp/
21381,神戸町,18394,760,#N/A,,135,558,http://www.town.godo.gifu.jp/
21382,輪之内町,11053,1092,#N/A,,144,434,http://town.wanouchi.gifu.jp/
21383,安八町,21855,636,#N/A,,145,423,http://www.town.anpachi.gifu.jp/
21401,揖斐川町,11009,1094,#N/A,,182,153,http://www.town.ibigawa.lg.jp/
21403,大野町,15418,883,#N/A,,106,1076,http://www.town-ono.jp/
21404,池田町,12209,1030,#N/A,,96,1283,http://www.town.hokkaido-ikeda.lg.jp/
21421,北方町,39268,359,#N/A,,120,800,http://www.town.kitagata.gifu.jp/
21501,坂祝町,22828,613,#N/A,,134,574,http://www.town.sakahogi.gifu.jp/
21502,富加町,9472,1173,#N/A,,131,620,http://www.town.tomika.gifu.jp/
21503,川辺町,13872,953,#N/A,,114,906,http://www.kawabe-gifu.jp/
21504,七宗町,12846,1003,#N/A,,156,309,http://www.hichiso.jp/
